Store,Address,City,State,Zip,Type,Sum_Dry_Grocery,Sum_Dairy,Sum_Frozen_Food,Sum_Meat,Sum_Produce,Sum_Floral,Sum_Deli,Sum_Bakery,Sum_General_Merchandise,Sales,Cluster
S0011,3251 De Forest Cir Ste A,Mira Loma,CA,91752,Existing,45.3818664550781,9.39831256866455,7.18784379959106,12.1443433761597,9.84659671783447,0.788848578929901,4.87120866775513,3.24351620674133,7.13746452331543,22394031,1
S0012,1124 W Ocean Ave,Lompoc,CA,93436,Existing,46.6010322570801,9.72648525238037,7.43561124801636,11.4390697479248,9.43144607543945,0.682160198688507,4.50638246536255,1.85885405540466,8.31895732879639,49184928,3
S0013,3520 Riverside Plaza Dr,Riverside,CA,92506,Existing,44.5562973022461,9.07218742370605,7.53509569168091,11.4048347473145,9.26607036590576,0.790721297264099,4.62740421295166,3.42773723602295,9.31965351104736,39167531,3
S0014,3901 Portola Pkwy,Irvine,CA,92620,Existing,44.4391288757324,9.77670764923096,7.71831464767456,9.86961936950684,10.6848821640015,1.06545436382294,3.49226784706116,2.05441689491272,10.899209022522,30986312,3
S0015,10675 Scripps Poway Pkwy,San Diego,CA,92131,Existing,44.7982444763184,9.87651824951172,7.78672742843628,9.99896049499512,10.4974222183228,0.768113493919373,3.49737191200256,2.51019740104675,10.2664422988892,37352161,3
S0016,1201 Avocado Ave,El Cajon,CA,92020,Existing,47.7265319824219,9.14339160919189,7.80614328384399,11.0086679458618,8.84675121307373,0.624435484409332,4.60478401184082,2.87141466140747,7.36787843704224,23351172,1
S0017,30252 Crown Valley Pkwy,Laguna Niguel,CA,92677,Existing,43.8133316040039,10.0132741928101,7.87755966186523,9.76987075805664,13.3664035797119,1.3384952545166,4.08537626266479,2.82347726821899,6.9122109413147,31539373,2
S0018,10001 Paramount Blvd,Downey,CA,90240,Existing,45.2870864868164,9.882643699646,7.90145683288574,10.6061735153198,10.9021482467651,0.931062400341034,4.30189657211304,3.49604272842407,6.69148969650269,24277106,1
S0019,17390 Main St,Hesperia,CA,92345,Existing,48.2742500305176,9.74649047851563,7.78790855407715,11.1624317169189,9.47982215881348,0.574663519859314,3.2451057434082,1.95858752727509,7.77073907852173,19680560,3
S0020,850 Linden Ave,Carpinteria,CA,93013,Existing,45.8801879882813,10.7141618728638,7.786940574646,10.8468446731567,10.910364151001,0.838822960853577,3.81476926803589,2.94307088851929,6.26483631134033,23969182,2
S0021,1311 Wilshire Blvd,Santa Monica,CA,90403,Existing,43.2857780456543,12.2190628051758,8.64513874053955,8.61956024169922,14.8005495071411,0.894318163394928,3.65732955932617,2.81596255302429,5.06230020523071,21740808,2
S0022,13438 Poway Rd,Poway,CA,92064,Existing,47.0523796081543,9.6627779006958,7.59465742111206,10.6098279953003,9.21517562866211,0.86552482843399,4.31382513046265,3.40483260154724,7.2810001373291,28487803,1
S0023,5922 Edinger Ave,Huntington Beach,CA,92649,Existing,43.6675987243652,10.8651704788208,8.43197917938232,10.9598016738892,10.7050256729126,0.947495400905609,3.83293509483337,3.61819529533386,6.97179937362671,17686524,2
S0024,15740 La Forge St,Whittier,CA,90603,Existing,45.5132713317871,10.4004726409912,8.21396923065186,10.4835653305054,11.0498304367065,0.538465678691864,4.11262226104736,2.29483485221863,7.39296817779541,24521896,3
S0025,2684 N Tustin St,Orange,CA,92865,Existing,46.2059669494629,10.4672183990479,7.96271848678589,10.4943981170654,11.1705646514893,0.529876351356506,4.2279052734375,3.07022571563721,5.87112426757813,31317307,1
S0026,2039 Verdugo Blvd,Montrose,CA,91020,Existing,45.7695388793945,10.5388193130493,7.8421483039856,9.98829555511475,11.3664588928223,0.832602262496948,3.76523160934448,3.05577635765076,6.84112739562988,21218535,2
S0027,29211 Heathercliff Rd,Malibu,CA,90265,Existing,44.670482635498,10.4029655456543,7.76405620574951,9.93895149230957,13.2245769500732,1.62488889694214,2.97176671028137,2.33653140068054,7.06577777862549,26548584,2
S0028,24160 Lyons Ave,Newhall,CA,91321,Existing,45.3012351989746,10.3236455917358,7.89586544036865,11.9144096374512,11.6529579162598,0.352223247289658,3.72914791107178,3.01381731033325,5.81669807434082,17309477,1
S0029,2058 W Avenue J,Lancaster,CA,93534,Existing,44.1279754638672,9.94243621826172,7.29593372344971,13.1545886993408,9.91919231414795,0.621460497379303,4.28620624542236,1.78172421455383,8.87048053741455,33605033,3
S0030,3125 W Florida Ave,Hemet,CA,92545,Existing,44.054141998291,10.9386377334595,7.0793890953064,11.1383962631226,11.6304121017456,0.829853117465973,4.80681896209717,3.0564820766449,6.46587038040161,25495717,1
S0031,31564 Grape St,Lake Elsinore,CA,92532,Existing,45.5949745178223,10.300404548645,7.77058982849121,11.2896823883057,8.79995155334473,0.628266572952271,3.87163305282593,2.03268241882324,9.71181297302246,29267830,3
S0032,16550 Soledad Canyon Rd,Santa Clarita,CA,91351,Existing,44.858528137207,9.4227819442749,7.32243204116821,11.5747423171997,9.64913558959961,0.650217235088348,4.0004677772522,2.3468165397644,10.1748781204224,24163925,3
S0033,11322 Los Alamitos Blvd,Los Alamitos,CA,90720,Existing,43.8875694274902,10.1836767196655,7.98497772216797,11.8819608688354,11.319356918335,0.899782538414001,4.08048820495605,2.80068016052246,6.96150779724121,32958852,2
S0034,1125 Maricopa Hwy,Ojai,CA,93023,Existing,43.6954879760742,10.3669013977051,8.25270175933838,10.9580907821655,11.4689989089966,1.16677689552307,4.42091464996338,2.90493178367615,6.76519680023193,31048439,2
S0035,81 W Foothill Blvd,Upland,CA,91786,Existing,46.4264106750488,10.1082038879395,7.88577651977539,12.2161550521851,8.79643249511719,0.723187327384949,4.04146385192871,2.92587995529175,6.87649011611938,18363569,1
S0036,33644 Yucaipa Blvd,Yucaipa,CA,92399,Existing,49.44921875,9.46780395507813,8.03388690948486,10.0703506469727,9.80859088897705,0.580858647823334,3.05710244178772,1.58734893798828,7.94483995437622,17825507,3
S0037,4627 Carmel Mountain Rd,San Diego,CA,92130,Existing,43.1741371154785,9.78215408325195,7.70405626296997,10.8129472732544,11.3851480484009,0.818779766559601,3.98249197006226,2.03040480613708,10.3098812103271,31285337,3
S0038,5805 E Los Angeles Ave,Simi Valley,CA,93063,Existing,44.2185134887695,10.7957305908203,8.30807876586914,11.8934326171875,10.5235013961792,0.750871658325195,3.79328536987305,2.87709307670593,6.8394947052002,20630823,2
S0039,1221 S Gaffey St,San Pedro,CA,90731,Existing,45.2689247131348,10.901837348938,7.40198087692261,13.7621059417725,7.3945837020874,0.689528286457062,3.55210471153259,4.72991752624512,6.29901456832886,21359674,1
S0040,4550 Atlantic Ave,Long Beach,CA,90807,Existing,43.4139862060547,9.93274307250977,7.5315842628479,12.8819284439087,12.2698831558228,0.808568298816681,3.95401000976563,1.89074492454529,7.31655120849609,37024084,3
S0041,12801 Excelsior Dr,Santa Fe Springs,CA,90670,Existing,46.2042694091797,10.5856094360352,8.26140403747559,10.2734851837158,9.50745582580566,0.683221638202667,4.99071741104126,2.79135274887085,6.70248413085938,25265886,1
S0042,13439 Camino Canada,El Cajon,CA,92021,Existing,46.7829627990723,9.9271764755249,7.97112131118774,11.6923112869263,9.52159404754639,0.591329991817474,4.66980981826782,2.8716676235199,5.97202825546265,40360207,1
S0043,2048 E Avenida De Los Arboles,Thousand Oaks,CA,91360,Existing,44.784366607666,10.2787961959839,8.16935443878174,10.6441402435303,11.5498600006104,0.85195791721344,3.76221013069153,2.54063272476196,7.41868257522583,27156857,2
S0044,7789 Foothill Blvd,Tujunga,CA,91042,Existing,44.3902359008789,10.0261898040771,7.6425256729126,12.6129236221313,10.5118713378906,0.565568268299103,4.09844589233398,3.70514035224915,6.44710063934326,35530637,1
S0045,6351 Haven Ave,Rancho Cucamonga,CA,91737,Existing,44.4916191101074,10.2931203842163,8.38293838500977,9.18039035797119,10.5098714828491,0.931251049041748,3.87146615982056,2.25232839584351,10.0870141983032,42302448,3
S0046,1820 Ximeno Ave,Long Beach,CA,90815,Existing,42.269172668457,10.3366022109985,7.84860277175903,10.8112268447876,11.8238334655762,1.04903519153595,3.79993605613708,2.85911893844604,9.20247268676758,42307160,2
S0047,4200 Chino Hills Pkwy Ste 400,Chino Hills,CA,91709,Existing,44.6396026611328,9.6660270690918,8.08205890655518,10.6606426239014,10.1860275268555,0.844275057315826,3.83108162879944,2.0761604309082,10.014123916626,45095020,3
S0048,845 College Blvd,Oceanside,CA,92057,Existing,44.1360092163086,9.86470317840576,8.1736307144165,10.2411670684814,9.89163875579834,0.952297806739807,3.84770464897156,2.6580958366394,10.2347536087036,34782607,3
S0049,550 E 1st St,Tustin,CA,92780,Existing,44.5474472045898,10.7740831375122,9.00456619262695,9.43165874481201,11.159873008728,1.02644419670105,4.17931985855103,3.10402464866638,6.7725830078125,22496986,2
S0050,7 Peninsula Ctr,Rolling Hills Estates,CA,90274,Existing,43.0263595581055,10.4799757003784,8.31679153442383,9.75478267669678,14.5264282226563,1.4887387752533,3.72138714790344,2.09686255455017,6.58867454528809,43937594,2
S0051,26022 Marguerite Pkwy,Mission Viejo,CA,92692,Existing,45.9172897338867,10.5193004608154,8.46178245544434,8.89217853546143,12.1060085296631,0.838261604309082,3.8654088973999,3.17222881317139,6.22754096984863,32359708,2
S0052,635 Foothill Blvd,La Canada,CA,91011,Existing,42.3659439086914,9.45068359375,7.27924871444702,10.9317016601563,14.1254024505615,1.56230592727661,4.22949886322021,2.45353055000305,7.60168552398682,46986251,2
S0053,750 N Imperial Ave,El Centro,CA,92243,Existing,47.1950950622559,10.1319360733032,7.48815393447876,12.0258836746216,8.88540744781494,0.650717556476593,4.68491411209106,2.78505301475525,6.15283727645874,30895892,1
S0054,2938 Tapo Canyon Rd,Simi Valley,CA,93063,Existing,44.4904670715332,10.4247922897339,8.23045063018799,10.8817558288574,11.4629774093628,0.80871844291687,4.37212705612183,2.99626088142395,6.33245229721069,38268696,2
S0055,330 W El Norte Pkwy,Escondido,CA,92026,Existing,48.9420509338379,9.57885932922363,8.13537502288818,9.8634672164917,11.2819414138794,0.578240811824799,3.75743699073792,1.63868141174316,6.22394752502441,39001052,3
S0056,32401 Camino Capistrano,San Juan Capistrano,CA,92675,Existing,47.6415519714355,11.6873321533203,8.63973236083984,8.74299812316895,11.7923040390015,0.809991061687469,2.71528697013855,2.2470908164978,5.72371387481689,21810734,2
S0057,500 E Manchester Blvd,Inglewood,CA,90301,Existing,43.8139343261719,9.72171783447266,7.53274011611938,14.7448234558105,10.727014541626,0.586130917072296,4.95331287384033,1.77027499675751,6.1500506401062,33444748,1
S0058,1855 Cochran St,Simi Valley,CA,93065,Existing,46.4698677062988,10.0374164581299,7.98588562011719,10.26353931427,10.0386247634888,0.83176976442337,4.77482318878174,2.98178339004517,6.61628818511963,28864839,1
S0059,950 N 2nd St,El Cajon,CA,92021,Existing,42.9964942932129,9.68402576446533,7.24956893920898,11.74342918396,12.0425291061401,0.738013565540314,4.34631204605103,2.86112523078918,8.33850288391113,28985240,3
S0060,351 W Felicita Ave,Escondido,CA,92025,Existing,44.9715805053711,10.1904945373535,8.23459720611572,11.4625205993652,10.0788745880127,1.05026149749756,4.16201543807983,2.58654856681824,7.26310539245605,34885215,2
S0061,57590 29 Palms Hys,Yucca Valley,CA,92284,Existing,46.0543670654297,10.6175413131714,7.36515665054321,11.7167339324951,10.3018102645874,0.582312226295471,4.93596458435059,2.95840692520142,5.46770668029785,42020926,1
S0062,11800 De Palma Rd,Corona,CA,92883,Existing,46.9929122924805,9.88768863677979,7.97699785232544,9.37236881256104,11.0606460571289,0.579345881938934,4.07632780075073,2.14752697944641,7.90618562698364,26063188,3
S0063,4520 W Sunset Blvd,Los Angeles,CA,90028,Existing,41.8815994262695,11.3887634277344,8.49959373474121,10.5673227310181,13.5426149368286,0.92909562587738,2.99272274971008,2.91250681877136,7.28578186035156,20842526,2
S0064,9119 Reseda Blvd,Northridge,CA,91324,Existing,43.649787902832,10.7324409484863,7.13316869735718,11.4659366607666,12.2796459197998,0.956743657588959,3.96572017669678,4.38126134872437,5.43529319763184,22852621,2
S0065,2340 Foothill Blvd,La Verne,CA,91750,Existing,41.963623046875,10.6998138427734,7.32996368408203,11.2588558197021,12.2428340911865,1.15695559978485,3.86351895332336,3.09728336334229,8.38715171813965,34668575,2
S0066,522 Orange St,Redlands,CA,92374,Existing,45.1225662231445,9.95127773284912,8.2971019744873,10.5707502365112,8.55876731872559,0.862615406513214,3.99451947212219,2.52262043952942,10.1197805404663,35305073,3
S0067,660 E Los Angeles Ave,Simi Valley,CA,93065,Existing,46.0284767150879,9.93169021606445,8.09545803070068,12.2565050125122,10.1987495422363,0.598339200019836,4.34760236740112,2.45106887817383,6.09210777282715,28695930,1
S0068,1011 N San Fernando Blvd,Burbank,CA,91504,Existing,44.0872268676758,10.0076169967651,7.58053350448608,10.2962007522583,12.2995433807373,0.938110530376434,4.59155416488647,3.60798287391663,6.59122848510742,38822717,2
S0069,1440 W 25th St,San Pedro,CA,90732,Existing,41.333854675293,10.6079244613647,7.76075553894043,11.2313356399536,13.3253335952759,0.79059499502182,4.15763092041016,3.71437454223633,7.07819604873657,24607669,2
S0070,4550 Atlantic Ave,Long Beach,CA,90807,Existing,43.9700660705566,9.75277233123779,7.68653440475464,10.0741147994995,11.3486452102661,0.782042622566223,3.77839374542236,2.33241486549377,10.2750158309937,35368150,3
S0071,1270 E Main St,Barstow,CA,92311,Existing,44.4441032409668,9.81910800933838,6.87077236175537,13.4439926147461,10.1313791275024,0.59478497505188,4.29784774780273,2.14961194992065,8.2484016418457,30946142,3
S0072,729 N H St,Lompoc,CA,93436,Existing,43.9723510742188,9.2787914276123,6.33713054656982,12.5564489364624,10.8969926834106,0.755435347557068,4.40531206130981,1.81973195075989,9.97780513763428,38058188,3
S0073,175 N Fairview Ave,Goleta,CA,93117,Existing,43.6037902832031,9.77760314941406,7.78555059432983,10.5422534942627,12.4461793899536,0.866414844989777,4.25021362304688,3.60417580604553,7.12381792068481,35878078,2
S0074,777 S Glendora Ave,West Covina,CA,91790,Existing,45.6404876708984,10.3002796173096,7.89644813537598,13.1934604644775,9.30623817443848,0.507773160934448,3.73634362220764,3.31516218185425,6.10380601882935,20506599,1
S0075,870 3rd Ave,Chula Vista,CA,91911,Existing,43.114330291748,9.77615547180176,7.55011892318726,15.9220867156982,11.4499778747559,0.455322921276093,5.15650272369385,1.60261034965515,4.9728946685791,31157668,1
S0076,7311 N Figueroa St,Los Angeles,CA,90041,Existing,43.8747100830078,9.90922737121582,8.19434547424316,10.9776201248169,11.5233058929443,1.16943907737732,4.16502857208252,2.61007571220398,7.57624959945679,22607505,2
S0077,163 S Turnpike Rd,Goleta,CA,93111,Existing,43.8965759277344,10.3039274215698,8.182373046875,10.6184158325195,11.7936096191406,1.08439147472382,3.80851340293884,3.92395162582397,6.38824272155762,26949492,2
S0078,3855 State St,Santa Barabra,CA,93105,Existing,43.1509780883789,11.966100692749,8.80498695373535,11.1856908798218,12.7330083847046,0.718319654464722,3.62669968605042,2.52021813392639,5.29399633407593,18403923,2
S0079,3027 Rancho Vista Blvd,Palmdale,CA,93551,Existing,46.4087867736816,9.60010528564453,7.68582248687744,12.0889015197754,9.89693260192871,0.774064302444458,4.03919982910156,2.27372169494629,7.23246669769287,23733687,3
S0080,29530 Rancho California Rd,Temecula,CA,92591,Existing,47.6753692626953,10.6208076477051,8.22108364105225,10.1293497085571,8.26129055023193,0.769919872283936,3.62496876716614,2.42338275909424,8.27382946014404,12617157,3
S0081,24325 Crenshaw Blvd,Torrance,CA,90503,Existing,42.3313903808594,10.2087278366089,8.6589183807373,12.3493814468384,11.6666822433472,0.8464235663414,3.89477157592773,4.29370832443237,5.74999618530273,14700323,2
S0082,42170 Big Bear Blvd,Big Bear Lake,CA,92315,Existing,46.1010894775391,10.0759191513062,7.52883529663086,11.3610076904297,10.1489324569702,0.526443362236023,4.82638835906982,3.52090382575989,5.91048145294189,34925123,1
S0083,130 W Foothill Blvd,Monrovia,CA,91016,Existing,44.7901458740234,10.886438369751,8.37911319732666,10.9468927383423,11.744348526001,0.708798706531525,3.18778896331787,2.5198667049408,6.83660745620728,19001164,2
S0084,5500 Woodruff Ave,Lakewood,CA,90713,Existing,46.0332069396973,10.6343336105347,9.44071292877197,10.5935440063477,10.0823450088501,0.636954784393311,4.01442956924438,2.21115565299988,6.35331726074219,21552079,2
S0085,561 N Glendale Ave,Glendale,CA,91206,Existing,42.4263305664063,11.25634765625,7.52544498443604,11.5232019424438,12.5252170562744,1.06277716159821,3.12933206558228,3.6946587562561,6.85668992996216,21551084,2
